Name;Platform;Genre;Publisher;Global_Sales (MM);Year
FIFA Soccer 08;Wii;Sports;Electronic Arts;1.02;2007
Naruto: Clash of Ninja Revolution;Wii;Fighting;Tomy Corporation;1.02;2007
Tom Clancy's Ghost Recon Advanced Warfighter 2;X360;Shooter;Ubisoft;1.02;2007
ZombiU;WiiU;Action;Ubisoft;1.02;2012
Shrek 2;GC;Platform;Activision;1.02;2004
Petz: Catz 2;DS;Simulation;Ubisoft;1.02;2007
Tales of Graces f;PS3;Role-Playing;Namco Bandai Games;1.02;2010
Final Fight 2;SNES;Action;Capcom;1.02;1993
Wall-E;Wii;Platform;THQ;1.02;2008
The Lost World: Jurassic Park;PS;Action;Electronic Arts;1.02;1997
Ace Combat 6: Fires of Liberation;X360;Simulation;Atari;1.02;2007
Madden NFL 07;XB;Sports;Electronic Arts;1.02;2006
Disney Infinity 2.0: Marvel Super Heroes;PS3;Action;Disney Interactive Studios;1.02;2014
Harry Potter and the Prisoner of Azkaban;PS2;Action;Electronic Arts;1.02;2004
Pong: The Next Level;PS;Puzzle;Hasbro Interactive;1.01;1998
Bayonetta 2;WiiU;Action;Nintendo;1.01;2014
Prince of Persia;X360;Action;Ubisoft;1.01;2008
God of War: Ghost of Sparta;PSP;Action;Sony Computer Entertainment;1.01;2010
Sonic Generations;3DS;Platform;Sega;1.01;2011
Ninja Gaiden II;X360;Action;Tecmo Koei;1.01;2008
NBA Jam Tournament Edition;SNES;Sports;Acclaim Entertainment;1.01;1995
Championship Manager 3;PC;Sports;Eidos Interactive;1.01;2003
Guitar Hero: Warriors of Rock;Wii;Misc;Activision;1.01;2010
Oshare Majo Love and Berry: DS Collection;DS;Misc;Sega;1.01;2006
Monster Rancher;PS;Simulation;Tecmo Koei;1.01;1997
The LEGO Movie Videogame;PS3;Action;Warner Bros. Interactive Entertainment;1.01;2014
DiRT 2;PS3;Racing;Codemasters;1.01;2009
Rayman Legends;PS4;Platform;Ubisoft;1.01;2014
NERF N-Strike Elite;Wii;Shooter;Electronic Arts;1.0;2009
Ford Racing 2;PS2;Racing;Empire Interactive;1.0;2003
Breath of Fire III;PS;Role-Playing;Capcom;1.0;1997
PES 2009: Pro Evolution Soccer;X360;Sports;Konami Digital Entertainment;1.0;2008
Dead or Alive 2;PS2;Fighting;Tecmo Koei;1.0;2000
1942;NES;Shooter;Capcom;1.0;1985
Excitebike 64;N64;Racing;Nintendo;1.0;2000
NES Open Tournament Golf;NES;Sports;Nintendo;1.0;1991
Game & Watch Gallery;GB;Misc;Nintendo;1.0;1997
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken;PS2;Misc;Sammy Corporation;1.0;2004
SoulCalibur II;XB;Fighting;Namco Bandai Games;1.0;2003
Haze;PS3;Shooter;Ubisoft;1.0;2008
UFC Undisputed 3;X360;Action;THQ;1.0;2012
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales);X360;Sports;Konami Digital Entertainment;1.0;2006
Road & Track Presents: The Need for Speed;PS;Racing;Electronic Arts;1.0;1995
NFL GameDay 2001;PS;Sports;Sony Computer Entertainment;1.0;2000
Killzone: Mercenary;PSV;Shooter;Sony Computer Entertainment Europe;1.0;2013
NBA Live 97;PS;Sports;Electronic Arts;1.0;1996
Dynasty Warriors 3: Xtreme Legends;PS2;Action;Tecmo Koei;1.0;2002
Zoo Tycoon DS;DS;Strategy;THQ;1.0;2005
Rocksmith 2014;PS3;Misc;Ubisoft;1.0;2013
Dead Space 3;PS3;Action;Electronic Arts;1.0;2013
Wheel of Fortune;Wii;Misc;THQ;1.0;2010
Disney Infinity;PS3;Action;Disney Interactive Studios;1.0;2013
Dark Souls;X360;Role-Playing;Namco Bandai Games;1.0;2011
Puzzler Collection;DS;Puzzle;Ubisoft;1.0;2008
Jampack Winter 2000;PS;Misc;Sony Computer Entertainment;1.0;2000
